cc_num,provider,expires
4026963233868844,visa,12/26
4735527040234953,visa,10/26
4995159748513416,visa,04/25
4252766358636804,visa,03/23
4399714656732077,visa,08/23
4476080433437042,visa,11/25
4713016200227680,visa,01/23
4866058874199246,visa,03/26
4122782245200587,visa,02/24
4358341351828783,visa,04/24
4273266352966179,visa,10/26
4797620067220008,visa,12/25
4422257918109081,visa,11/22
4484691207223952,visa,03/23
4779815485758488,visa,08/23
4914933756939459,visa,04/26
4685945280732553,visa,01/26
4239428512768209,visa,08/24
4986226439887283,visa,01/27
4964010368336165,visa,01/26
4799585946873970,visa,02/25
4399795062668443,visa,05/27
4501221159695855,visa,03/24
4790131345691371,visa,02/25
4044319535033835,visa,02/22
4226937526525376,visa,10/26
4673774390224606,visa,06/26
4260760514198569,visa,12/26
4062262509023464,visa,06/23
4812245640687399,visa,01/26
4144845551577809,visa,01/24
4212075962265193,visa,10/22
4003885636606306,visa,04/24
4831570724566293,visa,09/26
4804368007413181,visa,09/26
4080176536364931,visa,03/22
4967639225743903,visa,09/26
4508693871344645,visa,05/22
4057137613827728,visa,10/23
4572082727597401,visa,07/24
4720687158137658,visa,01/22
4890552643648087,visa,06/22
4354313548642140,visa,07/24
4573366597272313,visa,03/24
4902494534567413,visa,10/24
4866203337001445,visa,01/23
4344350558837619,visa,12/24
4217999836882013,visa,06/23
4109119338810740,visa,12/24
4518960075643413,visa,04/26
4884833397010585,visa,12/24
4502748373328938,visa,11/26
4104074976314205,visa,10/22
4910953044258797,visa,10/23
4439186450623301,visa,08/22
4611557149524904,visa,01/22
4943813567177181,visa,08/23
4507993266554969,visa,02/22
4478512547034891,visa,12/23
4157080515585318,visa,01/23
4277349791273344,visa,08/26
4362211565513436,visa,02/27
4802610856893613,visa,09/24
4456659611180849,visa,12/24
4131919841580108,visa,10/25
4521952183828932,visa,03/27
4198854676954195,visa,11/24
4384712663287264,visa,02/26
4250032517160919,visa,06/25
4335848325967495,visa,02/27
4666391135670115,visa,06/26
4815583873165171,visa,11/25
4976898164126715,visa,03/26
4985650188197035,visa,04/22
4551029152062521,visa,05/24
4387069901220731,visa,10/24
4915606737658260,visa,11/23
4461879332991463,visa,11/26
4615247828260725,visa,01/26
4326722970414791,visa,09/23
4911213295316334,visa,09/24
4467360740682089,visa,02/22
4547691521343119,visa,11/26
4772103066529538,visa,03/27
4491899460220679,visa,05/27
4003456744416606,visa,11/25
4531561863617792,visa,11/24
4035036429202265,visa,11/24
4128260468660658,visa,04/22
4262581809463247,visa,09/24
4698372389832702,visa,09/23
4847053207962612,visa,01/23
4680632830128392,visa,11/22
4439672645659987,visa,11/23
4454908897243389,visa,02/26
4216693120643402,visa,05/25
4929348667909645,visa,10/23
4830562308900577,visa,04/26
4006954890425493,visa,10/22
4714369682124779,visa,05/24
4924730373331138,visa,08/22
4890636231169455,visa,01/22
4828038157698483,visa,03/26
4005543738801287,visa,05/24
4573018155916225,visa,10/24
4616810689713634,visa,07/26
4152747325642332,visa,02/23
4999661259770133,visa,07/24
4192666087498414,visa,02/26
4263030128114684,visa,02/23
4013110134310105,visa,07/26
4263399123521353,visa,02/27
4507473765401376,visa,07/25
4803107556056624,visa,11/23
4648674559128337,visa,09/23
4852768796307695,visa,05/25
4244871913023612,visa,07/25
4047195516382061,visa,02/23
4118278219116202,visa,01/23
4333140264376611,visa,11/25
4912985578023195,visa,10/26
4714539663642805,visa,01/26
4307546488169933,visa,09/23
4097253035955112,visa,09/23
4862155307007576,visa,04/26
4288954245155166,visa,12/26
4779046974190807,visa,08/25
4474206587492721,visa,11/26
4268891906119004,visa,02/26
4558136484428289,visa,11/22
4341935119980461,visa,08/23
4790303908442712,visa,09/24
4827881925800233,visa,04/27
4734250862806342,visa,04/26
4200551944312406,visa,03/22
4852734895306293,visa,07/24
4176332408257688,visa,04/24
4307206161394478,visa,04/22
4393951161041786,visa,11/22
4076656864837281,visa,01/22
4887574640289678,visa,04/24
4752666157230301,visa,01/23
4116232611355027,visa,05/27
4415362437501351,visa,01/22
4280892470184659,visa,02/27
4316794637737817,visa,11/23
4912110093940886,visa,12/22
4729828407236955,visa,04/22
4864198034456243,visa,08/24
4316833825047124,visa,01/27
4719677336897417,visa,08/22
4473685579127844,visa,07/26
4259751444617797,visa,03/25
4650476687816642,visa,07/23
4012968355910890,visa,09/26
4678548979434892,visa,02/23
4410873142036397,visa,06/22
4185686668262566,visa,02/26
4862825903962339,visa,04/26
4846193536922225,visa,10/25
4279192013404372,visa,02/27
4031998947802708,visa,08/25
4373222373231803,visa,02/22
4831102191926402,visa,08/23
4019407989508476,visa,09/25
4705367227968297,visa,12/26
4363936854222369,visa,01/22
4532752501410018,visa,02/26
4343772548960493,visa,03/26
4153176051573926,visa,03/26
4343532670657840,visa,10/24
4687790986048658,visa,03/22
4204062295886762,visa,07/22
4045349625164827,visa,08/24
4871045302748697,visa,09/24
4753626327451335,visa,01/27
4575723451072478,visa,04/26
4724977958316495,visa,01/23
4691459635683224,visa,06/22
4061798593147355,visa,10/25
4749365122801629,visa,02/24
4874899286982079,visa,10/25
4069293169784098,visa,09/26
4536307339137659,visa,02/26
4096077933416815,visa,11/24
4499241818397531,visa,11/22
4572109307482710,visa,04/27
4839891313999949,visa,03/27
4443246899135871,visa,08/25
4562719527536236,visa,03/23
4929395523960205,visa,06/23
4933643352416607,visa,11/26
4382560915523479,visa,09/23
4739971771075985,visa,03/27
4845928127412156,visa,02/25
4361381888504817,visa,06/26
4579443785319745,visa,07/25
4168602386626736,visa,07/25
4918818581672852,visa,06/22
4113753922268941,visa,06/22
4631842571793045,visa,09/24
4669173834823923,visa,01/26
4977906016607565,visa,05/26
4104216579248948,visa,09/22
4481680059141407,visa,11/25
4701141034521183,visa,03/22
4961584486117478,visa,04/25
4204637067642319,visa,04/22
4815732877042023,visa,03/26
4849678069678118,visa,03/23
4597571695011164,visa,01/25
4575173758974028,visa,06/26
4314240969831226,visa,01/22
4165788462037105,visa,08/23
4106765758654126,visa,02/25
4385423353671119,visa,10/23
4448703380078072,visa,05/24
4243474533770836,visa,12/25
4773543471367348,visa,10/22
4637037259254733,visa,12/26
4954629940799400,visa,05/24
4835840253770764,visa,05/22
4578634856782297,visa,07/25
4975544600922082,visa,06/26
4388060080246448,visa,12/23
4221571167679260,visa,03/22
4135748339997243,visa,09/23
4507524133301522,visa,02/22
4759800894948080,visa,06/24
4083283714908294,visa,01/22
4151486263725137,visa,08/26
4779490595959085,visa,01/27
4054108351286578,visa,02/23
4516834908596795,visa,06/24
4807609885690441,visa,10/24
4212586041195573,visa,04/27
4271314097929201,visa,02/25
4007551996724966,visa,11/24
4846573223872264,visa,01/27
4698453158969022,visa,01/22
4001760125154740,visa,06/23
4802167315285089,visa,12/23
4959994399619250,visa,12/23
4324395877528542,visa,09/22
4261513015909391,visa,04/24
4075453714532051,visa,07/22
4877184556864498,visa,06/22
4505634337767956,visa,09/23
4226814813531294,visa,06/22
4330034215550304,visa,09/23
4641561956158099,visa,12/22
4807771260747319,visa,10/24
4764135714981679,visa,02/27
4584451670661405,visa,01/26
4445916313182760,visa,03/22
4202391647073866,visa,04/25
4805755876206846,visa,11/23
4584009260564304,visa,01/24
4004381777063357,visa,10/25
4272574654193447,visa,02/25
4086001098918268,visa,11/23
4831922793818529,visa,04/26
4401891361220071,visa,11/25
4192200589809009,visa,09/26
4841339097221193,visa,04/23
4385598913026647,visa,06/22
4778480364215653,visa,05/27
4302167010994550,visa,03/27
4267315359158096,visa,10/23
4942286671136560,visa,01/23
4398166686349573,visa,01/25
4048144750781041,visa,12/23
4417738934141437,visa,05/25
4437121271894056,visa,08/24
4091235785934195,visa,03/24
4869549432933073,visa,11/25
4554329497866181,visa,06/25
4639072052426244,visa,04/27
4578529931141750,visa,08/26
4088239565743292,visa,12/22
4336197351748828,visa,08/26
4995580398943191,visa,10/22
4258291236031767,visa,06/24
4205094877256105,visa,06/23
4402842659020979,visa,04/26
4057474808720461,visa,03/22
4411610292389625,visa,11/23
4993569755376949,visa,04/23
4263720412621721,visa,10/23
4023012131703662,visa,09/22
4269644075627086,visa,08/25
4554908927722989,visa,02/22
4322660269170597,visa,01/22
4316067837630029,visa,09/22
4241548998342686,visa,06/26
4769854627116620,visa,06/23
4572976303807508,visa,12/22
4942322610939358,visa,07/23
4271776861212958,visa,12/25
4680891196728944,visa,03/25
4537099914694993,visa,03/22
4300448301250411,visa,03/27
4041094710405453,visa,06/25
4032021173213489,visa,06/23
4497612431523889,visa,03/25
4339323221142110,visa,11/26
4215909337633098,visa,12/25
4509273054669867,visa,11/23
4184345163220568,visa,05/23
4706176324350385,visa,11/25
4772601145667161,visa,02/24
4580466508010850,visa,08/26
4226944419658322,visa,09/23
4900334516642713,visa,08/26
4307051025426276,visa,08/22
4893595383090181,visa,09/22
4430699911793389,visa,06/23
4674257834647904,visa,10/24
4070719751579600,visa,01/22
4998520332804015,visa,07/24
4120063666428748,visa,10/23
4200998696002513,visa,07/23
4325614523912564,visa,09/26
4965472431301726,visa,05/26
4793417237509533,visa,06/23
4289840059382955,visa,07/24
4704462020393057,visa,01/27
4339736885492556,visa,01/26
4183471911724601,visa,08/25
4807667713290974,visa,10/24
4764908928631433,visa,05/25
4899084683507131,visa,11/24
4557360890108738,visa,01/23
4169557131607200,visa,02/22
4982570567652272,visa,04/26
4700702588013561,visa,04/25
4392041265184491,visa,02/24
4722409519046710,visa,04/23
4736584966810513,visa,07/25
4556426990917111,visa,08/22
4256411909231435,visa,03/23
4398041958298636,visa,05/24
4197564878654854,visa,03/25
4735946793186816,visa,06/23
4884550899940453,visa,11/24
4609147109001103,visa,05/23
4638003171682699,visa,01/22
4865394238553690,visa,10/26
4777863631076936,visa,06/22
4646031947537350,visa,03/24
4694948148686523,visa,11/26
4969915146636444,visa,09/23
4769771978602075,visa,04/25
4758035858626403,visa,04/26
4238853522135258,visa,02/25
4358502544645208,visa,04/25
4565987770252093,visa,02/26
4205177420659774,visa,11/24
4321692727760314,visa,04/23
4652961406934360,visa,02/22
4413385833590241,visa,08/24
4514602061030635,visa,02/22
4483153410931427,visa,07/25
4954572641052671,visa,11/23
4341955590801499,visa,12/25
4127095710191206,visa,01/22
4685046397786028,visa,10/23
4496782065662104,visa,11/22
4737329906280263,visa,03/27
4194969305978300,visa,01/25
4400387596625607,visa,01/26
4914662150869521,visa,04/27
4390401003231867,visa,12/26
4620542774247657,visa,08/23
4944478719183310,visa,11/25
4713807209559150,visa,11/23
4018104713181099,visa,05/26
4421459930107736,visa,07/23
4270292562096279,visa,07/25
4696730979111948,visa,03/23
4618964619615449,visa,04/22
4639852038385816,visa,12/26
4297303127219956,visa,07/26
4556038082071853,visa,01/25
4699604086970115,visa,05/27
4162154123045370,visa,03/25
4703146596944382,visa,07/22
4829426507681854,visa,01/26
4408192920545139,visa,08/22
4246300946407301,visa,08/22
4823238287713039,visa,07/24
4285227945449673,visa,03/25
4728960607132626,visa,06/26
4533486885767557,visa,10/26
4593453429212273,visa,06/23
4675693142520418,visa,08/24
4388541903093299,visa,01/26
4093245571720623,visa,07/22
4114075070585978,visa,06/25
4890566335133463,visa,07/25
4387789640054063,visa,11/24
4460359492227827,visa,08/22
4154543264187761,visa,02/25
4514510648878550,visa,09/23
4254967070252171,visa,03/25
4512123934383632,visa,02/26
4255762023155137,visa,01/24
4105983007628616,visa,07/23
4675303235290909,visa,02/26
4848147413110203,visa,11/26
4400300794516973,visa,05/26
4530128021403274,visa,12/23
4494125331697847,visa,03/27
4073929947969279,visa,01/25
4573214297169696,visa,10/25
4343734961588797,visa,06/26
4139109860671721,visa,08/25
4258459459563077,visa,06/22
4722997258856976,visa,10/24
4400334426368602,visa,06/25
4345266892193049,visa,10/25
4869114315851650,visa,07/24
4373169624392514,visa,06/26
4124415722473843,visa,08/26
4069392146334611,visa,05/27
4007444234897432,visa,01/25
4475553577923739,visa,11/24
4488161890134490,visa,04/25
4606030590542079,visa,05/22
4151201525534387,visa,05/22
4641025220953719,visa,04/24
4836723942044834,visa,04/24
4464983564137352,visa,02/26
4247422112770160,visa,02/25
4377860892811641,visa,03/23
4843428721510291,visa,02/22
4633106644846828,visa,06/24
4137709749259770,visa,05/22
4144464435617102,visa,03/22
4773430973341486,visa,02/26
4713578337752591,visa,02/25
4902891266471492,visa,07/25
4418037696892892,visa,12/26
4400109238089798,visa,10/22
4898000030827635,visa,10/22
4988999578802176,visa,10/24
4101858752155250,visa,05/25
4625641055714032,visa,12/22
4584865973718135,visa,02/26
4849970707715505,visa,02/26
4076094619987013,visa,05/22
4791170053457079,visa,11/23
4900774615366377,visa,07/24
4517211576479548,visa,11/23
4179358160776166,visa,04/24
4155880766808174,visa,06/23
4048019192499222,visa,11/22
4689025799860454,visa,10/25
4910877077866244,visa,09/23
4952541558781426,visa,11/22
4837033520275266,visa,05/24
4035516667728535,visa,03/23
4158750524927904,visa,10/22
4065930522968801,visa,07/22
4241027808363554,visa,07/23
4516117681269255,visa,03/22
4231018989311092,visa,08/22
4593019235477002,visa,05/26
4649785182444955,visa,01/27
4608842301791482,visa,02/24
4477709106360771,visa,09/24
4924176649418905,visa,06/25
4684084254232530,visa,05/26
4472481725901758,visa,10/22
4089569454422049,visa,05/25
4318554304737922,visa,01/24
4942867170702307,visa,09/25
4876593400178577,visa,04/25
4850621241364591,visa,08/23
4683247166223076,visa,01/23
4245928420033796,visa,05/26
4603343112039612,visa,01/23
4541027012165198,visa,08/25
4637650888116329,visa,01/22
4295196677212187,visa,07/22
4489174364036496,visa,11/23
4837617840384848,visa,02/23
4296208515877599,visa,12/23
4712181823913867,visa,08/25
4078738768751046,visa,02/22
4962331660020691,visa,03/22
4899265822905654,visa,09/25
4374356182078911,visa,12/25
4344297841069577,visa,09/26
4548269955223195,visa,11/26
4075329373752828,visa,11/25
4045368045425337,visa,03/22
4732015323391784,visa,08/23
4019414777084173,visa,11/26
4757979385082112,visa,10/22
4936157134363596,visa,07/23
4355340231610307,visa,10/23
4148299918528368,visa,10/25
4231157129943388,visa,11/24
4837393359901865,visa,01/25
4343792413289232,visa,01/26
4262197375623062,visa,05/26
4565244478713673,visa,04/23
4529989164575225,visa,03/22
4894014437714472,visa,09/26
4666101201580290,visa,09/26
4537703854092445,visa,01/25
4681449399975975,visa,03/23
4680392613153543,visa,04/25
4658558026342661,visa,04/25
4186141071681902,visa,04/23
4113418794562033,visa,07/23
4472991285508298,visa,12/22
4146310370552648,visa,08/24
4912124033500932,visa,04/23
4176289741887854,visa,10/23
4308477157795460,visa,03/27
4298373988575316,visa,01/25
4910212545758858,visa,06/26
4450998302865334,visa,09/25
4295785147459368,visa,02/23
4899899195688156,visa,05/25
4133015493894992,visa,06/25
4327565518044227,visa,12/24
4921423732308756,visa,07/26
4949944070807602,visa,02/26
4463273975007092,visa,07/24
4857338583790035,visa,05/27
4065743683643513,visa,02/22
4681094163577159,visa,03/22
4506551945996190,visa,10/26
4812592099091684,visa,10/25
4247504813948557,visa,03/23
4689688366987693,visa,06/23
4136539122362656,visa,11/26
4298976089848323,visa,06/24
4496100459630803,visa,02/24
4657300020927267,visa,08/25
4261043987827298,visa,11/22
4107114000737133,visa,02/22
4535677756844529,visa,03/23
4036390922086165,visa,07/25
4929212650805758,visa,01/26
4474435882175448,visa,02/27
4837818088536715,visa,12/23
4337434146751026,visa,06/23
4054227366170310,visa,08/22
4451523647410551,visa,02/27
4321199533630095,visa,09/24
4876012202149579,visa,08/22
4466608367411450,visa,12/26
4228019232351096,visa,08/26
4320568653467671,visa,03/25
4738838365839111,visa,06/22
4252381543646922,visa,04/22
4046758017741084,visa,11/23
4053078231394614,visa,06/22
4266862510858107,visa,05/22
4920296576789146,visa,11/23
4888175770002284,visa,03/23
4311335581913809,visa,12/23
4691986572149371,visa,02/25
4185792910911107,visa,09/26
4032019521897961,visa,04/22
4714458779822195,visa,04/26
4795627907866785,visa,01/23
4180445215491656,visa,06/23
4020391212763685,visa,05/26
4892073890699911,visa,06/25
4207713531288869,visa,09/24
4005385042607384,visa,07/26
4788295948802745,visa,03/23
4646517257024906,visa,12/25
4324257764869183,visa,09/22
4568903643659676,visa,05/26
4598649623090127,visa,10/25
4220946715258737,visa,12/25
4366955469884253,visa,04/26
4687264864261577,visa,08/23
4468790673186485,visa,03/23
4201609549484043,visa,11/24
4308552654838938,visa,04/27
4200754460724067,visa,10/23
4727784554246218,visa,07/23
4628473285753839,visa,02/24
4552938733947514,visa,12/22
4936624857178162,visa,11/26
4429113846068647,visa,03/24
4526501123453874,visa,04/25
4721364873402812,visa,07/24
4537672790212138,visa,01/24
4851374465820703,visa,02/25
4283594288046057,visa,04/23
4672629248367067,visa,08/22
4189495721781687,visa,03/24
4501891090140201,visa,02/22
4168788737417279,visa,08/25
4820240235852656,visa,07/23
4938575311751440,visa,09/22
4983841885614867,visa,03/22
4445942069884458,visa,03/27
4835698922091297,visa,02/26
4993050798085326,visa,11/26
4699421020552853,visa,10/24
4063510990004982,visa,07/26
4654810165656797,visa,04/22
4890600034562712,visa,03/27
4921498699120741,visa,01/24
4951954492153225,visa,07/23
4770280366891248,visa,11/22
4651734873613671,visa,01/23
4107152133975675,visa,04/27
4311344244234058,visa,10/24
4115917870347217,visa,09/23
4972032952968468,visa,04/22
4773789851976188,visa,11/25
4655253539022512,visa,06/22
4597162015927923,visa,03/27
4461702494382315,visa,11/25
4429794226728288,visa,02/22
4598530539424404,visa,01/26
4684534624622018,visa,01/27
4979080293804697,visa,02/22
4511987673899649,visa,05/25
4586885069132320,visa,01/22
4484286741644605,visa,03/26
4081974931452379,visa,10/24
4334660051520682,visa,03/27
4928653264456465,visa,10/25
4832325055910027,visa,07/24
4029227797357132,visa,04/25
4277223441510571,visa,05/24
4339995355658878,visa,04/23
4597529370406059,visa,03/23
4253202359080270,visa,05/23
4870356145517376,visa,02/26
4180626258571302,visa,11/25
4175873411275671,visa,04/23
4304517931223836,visa,10/22
4420698355810602,visa,08/24
4915141400146609,visa,04/22
4224681791561995,visa,03/23
4269566147239576,visa,10/26
4929712965634785,visa,12/26
4689053260157812,visa,05/26
4830331353631952,visa,04/22
4552178821391651,visa,11/26
4180991150523219,visa,03/24
4160440205525104,visa,10/22
4610641351623769,visa,08/23
4350532679305862,visa,08/24
4904072446387894,visa,01/23
4833904202456354,visa,09/22
4828981701377544,visa,08/25
4907730234241832,visa,05/24
4343236168322947,visa,07/22
4779211919877450,visa,10/22
4695704917125592,visa,01/24
4336017998336912,visa,08/24
4396960689735453,visa,03/27
4612880157453546,visa,04/24
4995668454124895,visa,07/23
4367424471445560,visa,03/25
4791644955349923,visa,08/24
4787386164143632,visa,03/26
4273317624717682,visa,02/24
4592712837528617,visa,07/26
4386831407989460,visa,04/26
4388153986508951,visa,12/26
4710866733251927,visa,06/23
4521160245593300,visa,04/22
4117036887402911,visa,10/26
4386018447424928,visa,04/26
4737576636023542,visa,04/25
4717652077335580,visa,04/22
4876300302347213,visa,02/26
4351659675456339,visa,05/27
4691405223488112,visa,01/24
4922847496671323,visa,09/22
4244186199381091,visa,08/23
4178776522755241,visa,11/26
4523366488710935,visa,02/23
4127508186750099,visa,05/27
4310792307882240,visa,03/24
4588848151564535,visa,03/26
4743613628980959,visa,03/24
4491462126410745,visa,06/25
4208821021263067,visa,10/25
4268555261606471,visa,04/23
4433123654506319,visa,04/26
4865378406380150,visa,08/23
4884894028665361,visa,06/23
4481856697168511,visa,09/22
4853557252260244,visa,03/22
4865907487551014,visa,04/22
4794865171894536,visa,07/24
4800204034683237,visa,10/25
4118202503389390,visa,08/24
4292704198409845,visa,07/24
4666460260232569,visa,03/27
4380998690959090,visa,08/23
4038114109659646,visa,08/23
4811637980090724,visa,01/25
4105978991529481,visa,03/26
4516614487405810,visa,02/22
4082933822738980,visa,05/24
4295671837553886,visa,04/24
4936290797991427,visa,02/24
4284700594907424,visa,12/22
4981208205225950,visa,03/27
4003492490209820,visa,09/23
4076058857553936,visa,03/25
4084347171038538,visa,11/23
4780581673421365,visa,04/23
4228944408956834,visa,04/22
4429365518850245,visa,09/25
4780423297163836,visa,02/27
4362306949416189,visa,08/25
4339198943721486,visa,04/22
4477367319994892,visa,01/23
4423366710151511,visa,03/23
4014572452260734,visa,07/23
4986927810929582,visa,12/26
4042346376734488,visa,11/24
4011980026069528,visa,10/24
4350211305057797,visa,07/22
4564193664676304,visa,11/24
4429984350982682,visa,01/23
4963388640701559,visa,11/24
4572212821595429,visa,02/23
4728840815506243,visa,10/24
4257009566822162,visa,10/24
4552955502728818,visa,03/26
4641029092681747,visa,11/24
4556317710984921,visa,02/27
4578455764483111,visa,01/25
4365058785894121,visa,12/25
4723335936476207,visa,03/27
4245221942999136,visa,10/24
4467080155916661,visa,09/25
4421892688929572,visa,02/25
4408213386133549,visa,01/25
4733076863472169,visa,03/26
4265499322653151,visa,01/23
4440515374959168,visa,11/25
4651540171705030,visa,09/24
4220323178340859,visa,12/24
4483736597005187,visa,12/26
4805295006510270,visa,03/26
4953107686129729,visa,06/25
4074253682061575,visa,08/23
4145741215347003,visa,02/23
4895232951264505,visa,05/26
4371677135083317,visa,01/27
4693317268028703,visa,04/23
4092272849378993,visa,12/26
4603415201860866,visa,06/23
4629368262183530,visa,04/22
4129656069677893,visa,01/23
4346255662276075,visa,10/26
4221709487606031,visa,09/25
4511470170845704,visa,03/25
4559795581658467,visa,09/23
4372540493694613,visa,03/25
4872493063502730,visa,07/23
4821615932603305,visa,12/25
4843486148030947,visa,02/22
4221630262728909,visa,03/25
4100009429694914,visa,04/25
4077885307884449,visa,06/25
4035088070010604,visa,06/23
4555487227000932,visa,08/23
4013640810125666,visa,06/24
4469071505689759,visa,05/27
4603537558551739,visa,04/27
4294039342223372,visa,04/22
4842533950120240,visa,02/25
4018260985541327,visa,10/24
4643038745864541,visa,06/22
4400434031570053,visa,03/24
4473086111974712,visa,02/27
4374435725836017,visa,05/22
4863219683570539,visa,05/25
4331007393179368,visa,09/22
4222012004184072,visa,10/25
4470749715142910,visa,12/23
4954611860921297,visa,10/25
4989101824628963,visa,04/25
4359867445026041,visa,06/22
4606030308442356,visa,07/23
4041287788540108,visa,09/22
4665097228592188,visa,01/25
4529102161450281,visa,02/26
4419561628506238,visa,10/24
4176661673840251,visa,11/22
4319038590576250,visa,03/25
4382123238255541,visa,06/24
4288937182842045,visa,05/25
4628483972728572,visa,08/25
4323637726754121,visa,12/24
4895436571606900,visa,02/24
4011132033255134,visa,05/27
4673013579063083,visa,06/23
4355584636414605,visa,11/24
4515764525906906,visa,10/26
4638950317382495,visa,03/25
4678432528486929,visa,03/26
4366724206380490,visa,02/25
4361106863524633,visa,04/26
4876052466959446,visa,09/22
4036096929698734,visa,02/23
4460212631360399,visa,03/25
4252406210569683,visa,02/23
4649374344765290,visa,12/22
4826142520814439,visa,02/27
4359225696258815,visa,12/24
4185265312918053,visa,11/24
4803948873684071,visa,10/22
4357371252336041,visa,11/23
4084064982478932,visa,03/26
4717096847672189,visa,11/25
4504110070658638,visa,06/25
4266938833275045,visa,08/23
4222872812001002,visa,09/22
4939322191531264,visa,05/22
4550257568546768,visa,06/23
4932826361822938,visa,11/23
4395809991370379,visa,04/26
4242616918297451,visa,01/24
4286362653607516,visa,02/25
4826919959712584,visa,06/26
4125150934590188,visa,06/23
4511617312600872,visa,07/23
4149138213304001,visa,01/26
4834372953306161,visa,09/24
4720574380167242,visa,02/27
4128587636038023,visa,10/23
4750419544929017,visa,12/24
4628708549250795,visa,02/27
4534519571074869,visa,05/24
4007162053817907,visa,04/26
4134652337490410,visa,06/25
4987365034736427,visa,04/27
4194529734628072,visa,08/26
4324071584176475,visa,12/22
4084601584195537,visa,11/24
4705647145380059,visa,03/27
4117492142704098,visa,01/22
4716110531684649,visa,03/22
4175808035645149,visa,03/26
4737237094616059,visa,12/25
4771157408673959,visa,09/25
4752254878774038,visa,06/22
4779034307700120,visa,03/26
4130346779879412,visa,01/25
4775024818633799,visa,11/25
4005171350774838,visa,08/24
4462984582363576,visa,05/23
4948277075367392,visa,12/24
4748206016930192,visa,04/26
4082283434501230,visa,07/24
4495182399989706,visa,07/24
4725760595037065,visa,12/22
4218697672505560,visa,12/25
4046138939621823,visa,05/25
4108130035348489,visa,01/26
4620068507270899,visa,02/22
4208472287287778,visa,08/26
4182346945653300,visa,03/27
4426966171933476,visa,03/26
4245557596987830,visa,03/22
4499000229108105,visa,08/22
4101717495307091,visa,12/26
4802511566782452,visa,07/25
4884743781376544,visa,01/24
4334495954360450,visa,08/26
4595133036122069,visa,01/26
4189908991924464,visa,05/24
4100587852227203,visa,03/23
4615942299904229,visa,06/25
4707702084222362,visa,06/25
4054298322046472,visa,02/22
4008921642365556,visa,07/22
4024486417688509,visa,01/25
4375993794662796,visa,12/23
4686397574811025,visa,05/24
4344198324326833,visa,07/23
4416453879787480,visa,02/27
4316196652851186,visa,05/26
4458975905010072,visa,10/26
4796762844209895,visa,02/22
4196141730900444,visa,10/22
4450018262921728,visa,10/25
4371564344329931,visa,02/22
4549369428450653,visa,06/23
4716371478965744,visa,07/25
4131831457134908,visa,09/25
4251439748244702,visa,09/23
4454532773452284,visa,01/27
4212613281405270,visa,05/26
4963511403199972,visa,08/24
4450041833767545,visa,08/25
4361439768469178,visa,12/26
4934191861025674,visa,02/24
4143156060887205,visa,09/22
4876394864194030,visa,06/24
4530571113623061,visa,01/24
4871812759365964,visa,10/23
4455861877211109,visa,09/26
4561259397696746,visa,05/23
4244796262004386,visa,11/23
4280454753256314,visa,02/27
4759683518217250,visa,03/25
4652495533372434,visa,03/25
4735512489868032,visa,03/26
4222085188480987,visa,06/25
4160244346513098,visa,03/23
4348303126796987,visa,09/26
4447414490307267,visa,09/24
4681975803322842,visa,11/23
4020740456971257,visa,02/27
4199438901302872,visa,05/23
4848917623719393,visa,06/23
4668973324636581,visa,09/23
4654913536008720,visa,09/26
4155371027630458,visa,11/22
4736635493447573,visa,08/26
4703128844469586,visa,10/25
4997648400548833,visa,04/22
4357615479486728,visa,05/25
4365050272086642,visa,06/24
4374197458888736,visa,12/24
4110656522094588,visa,07/23
4148855537936983,visa,09/26
4443239559076162,visa,10/26
4098732722551861,visa,07/22
4365866754523103,visa,12/26
4951763584720662,visa,07/26
4475509449961414,visa,10/23
4929411498746287,visa,09/25
4503639057021379,visa,10/23
4610228129470093,visa,05/22
4774260494783117,visa,11/25
4717739052833190,visa,04/23
4231173606661542,visa,10/23
4876543883941058,visa,07/25
4841755344830108,visa,05/22
4656265321804609,visa,12/22
4717104176968895,visa,06/22
4652771218378015,visa,12/25
4786404303175968,visa,07/23
4763402868093953,visa,06/22
4996851040334371,visa,09/26
4115430253657772,visa,08/24
4321393333421652,visa,05/22
4427780339514121,visa,02/22
4160945928534639,visa,01/22
4034161742641535,visa,07/23
4337740519214735,visa,01/23
4296476972145855,visa,08/24
4118114933437576,visa,01/25
4056268169543962,visa,03/25
4548696581609365,visa,10/26
4306652100242743,visa,01/26
4919671272943234,visa,01/24
4736256758757141,visa,01/25
4922687189174973,visa,04/25
4189523806293920,visa,10/26
4708752848285592,visa,01/23
4162244815060074,visa,01/27
4156125960910064,visa,02/25
4888921803227517,visa,09/22
4150275762510350,visa,04/24
4093794934484500,visa,12/23
4346866793073320,visa,01/24
4486176232055262,visa,02/27
4956112395366965,visa,01/27
4175202677382064,visa,08/26
4482223288857151,visa,02/27
4664214884938354,visa,01/22
4363516603317171,visa,11/24
4923765661621502,visa,04/24
4527747575255114,visa,05/23
4463193643045037,visa,05/27
4079402336577347,visa,03/25
4045227582815930,visa,11/26
4641575138513179,visa,10/22
4236211236657640,visa,07/24
4916761799112018,visa,11/25
4732812655318868,visa,06/26
4687136342533753,visa,02/26
4763158569828903,visa,11/25
4473593503484549,visa,01/26
4483607926610254,visa,08/26
